num_doc,title,annee_publication,issn
7790,Récits antiques d’anthropophages. recherche sur le contexte de l’accusation d’anthropophagie lancée contre les chrétiens au IIe siècle. Thèse de doctorat soutenue en juillet 2006 à l’Université de Genève et dirigée par Philippe Borgeaud (Faculté des Lettres) et Enrico Norelli (Faculté Autonome de Théologie Protestante),2007,
7791,Esclavage moderne et Etat de droit,1993,
7792,Paris dans les années 30 : Sur Serge Efron et quelques agents du NKVD,1991,1777-5388
7793,156. Heiji monogatari emaki,1981,
7794,"Yann Moulier Boutang, De l'esclavage au salariat. Économie historique du salariat bridé",1998,1963-1359
7795,530. Shōwa kyōkō,1992,
7796,Les malheurs de la perspective contemporaine,2009,2102-5924
7797,"Santé, Société et Solidarité, n°1, 2005. Immigration et intégration.",2005,1775-3945
7798,Cracovie sous le signe de Helsinki,1977,2259-6100
7799,Indicateurs d'alerte et crises de change. Analyse comparée des économies d'Europe centrale et orientale (1990-1997) et d'Amérique latine et d'Asie de l'Est (1971-1997),1999,1950-6694
7800,Les enjeux stratégiques dans le secteur de la zone boréale,1987,1776-2936
7801,La presse d'extrême-droite dans le département des Alpes-Maritimes durant l'entre-deux-guerres,1986,1773-0201
7802,Une anthropologie cosmopolitique : L’anthropologie d’aujourd’hui et la mondialisation,2010,1703-7921
7803,Les réformes de l’enseignement secondaire en France,1881,
7804,Réflexion sur l'épopée à propos d'un récent mémoire,1958,2496-7068
7805,III. Dossier,1990,2105-2956
7806,Le D2Mac ou les revers de la compatibilité,1995,2105-2956
7807,Résumés des articles,1978,2259-6100
7808,1. 1979. L'Irlande et le monde,1979,2259-8863
7809,Note sur la vraie signification du rendement marginal et du taux d'intérêt du marché,1970,1950-6694
7810,Avant-Propos,2005,
7811,Biographical Sketches,2005,1712-2139
7812,Le premier Huron,1994,1492-1405
7813,Stagnation économique en Nouvelle-France,1961,1710-3991
7814,La France et la Convention européenne d'extradition,1987,2105-2948
7815,"Maladies, famines, brigandages",1968,1953-8146
7816,"Présences italiennes en Seine-Maritime, 1900-1938",2001,
7817,"Rapport par M. Voidel sur l'affaire de M. de Barmond, lors de la séance du 23 août 1790",1884,
7818,"Trautz (Fritz). Die Könige von England und das Reich (1272-1377), mit einem Rückblick auf ihr Verhältnis zu den Staufern",1963,2295-9068
7819,J.-J. Rousseau et J.-G. Le Franc de Pompignan. La «Profession de foi du vicaire savoyard» et «De la religion civile» critiqués par l'Instruction pastorale,2002,1760-7892
7820,Les pierres talismaniques (Folklore tunisien),1946,1957-7850
7821,Les textes étiologiques dans la tradition orale des Slaves orientaux,2002,2117-718
7822,Les blés de la mer Noire et les origines du protectionnisme agricole en France (1819-1861),1994,2496-7467
7823,"La délivrance de Vienne par Jean Sobieski, roi de Pologne, le 12 septembre 1683",1984,1773-0201
7824,Le commerce France-Espagne nationaliste 1936-1940,1985,1952-4226
7825,Chinois d'Asie du Sud-Est,2000,2104-3655
7826,Un « succès pyramidal » : Le Solitaire du Vicomte d'Arlincourt,1974,2273-0311
7827,"Exilés, immigrés ? Un pouvoir ? Une influence ?",1992,2613-2699
7828,Les origines de l'empire ottoman,1917,1775-383
7829,Le patronat français et la guerre d’Indochine,2008,
7830,Naissance et mort des monnaies de compte (XIIIe-XVIIIe siècles),1998,1963-1693
7831,Politiques de stabilisation et croissance économique,1986,2259-6100
7832,Les Antiquaires de France aux heures difficiles de l'histoire nationale,2010,2540-3494
7833,La guerre des mémoires. Entretien avec Benjamin Stora,2007,2262-3353
7834,"Un centre bulgare antirusse à Paris, 1836-1846",1982,1777-5388
7835,José-Àngel Zamora Sobre « El Modo de Producción Asiático » en Ugarit,2000,2076-8435
7836,"Edith Wharton, Dorothy Canfield, John Dos Passos et la présence américaine dans le Paris de la Grande Guerre",1982,2431-1766
7837,Vingt-cinq ans d'immigration dans les pays industriels européens : esquisse de démographie sociale,1983,2104-3752
7838,"Parole politique du Pape, urbi et orbi",1994,1960-6001
7839,"Emploi, protection sociale et cycle de vie : résultats d'une comparaison internationale des dispositifs de sortie anticipée d'activité",1993,1777-5701
7840,Les céramiques communes des Campaniformes européens,2003,2109-9642
7841,Pierre Verluise. Le nouvel emprunt russe,1995,1958-8992
7842,"V. Goesel-Le Bihan, La répartition des compétences en matière de conclusion des accords internationaux sous la Ve République",1996,1953-8111
7843,Roderick Conway Morris ; Gérard Piloquet (trad. anglais) : Djem,1995,2262-3353
7844,"Discussion de la motion de M. de Custine relative au contreseing des ministres en place, lors de la séance du 21 juin 1791",1791,
7845,La pauvreté menace les jeunes Espagnols au moment où ils s'émancipent,2005,1777-5574
7846,Bascule transatlantique,1998,1777-5647
7847,Sur-emploi et chômage déguisé dans les économies planifiées et en transition : une interprétation néo-classique,1994,2259-6100
7848,La reine Victoria et ses parents de Berlin,1937,1776-3045
7849,Aux origines historiques du sous-développement chinois,1981,1963-1359
7850,Asie du Sud-Est : émergence d'un modèle régional,1997,1952-4226
7851,Les relations économiques entre l'Allemagne et la Russie,2002,1958-8992
7852,Notes et chroniques,2003,
7853,L’entrée de l’Amérique dans la guerre,1917,
7854,Pour une enquête sur les émotions populaires au XVIIIe siècle. Le cas de la Savoie,1974,1952-403
7855,"Munich 1938, une réappréciation économique",1979,2117-718
7856,Roumanie / Hongrie : peut-il y avoir réconciliation ?,1996,1958-8992
7857,Les Campaniformes et la Méditerranée,2004,1760-7361
7858,"Laurence Cornu, Une autre république. 1791, l'occasion et le destin d'une initiative républicaine",2005,1952-403
7859,Comparatisme/comparaisons : ressemblances et hétérogénéité des formes d'exploitation escalavagistes. Quelques réflexions / A few considerations on comparatists and comparisons bet-ween the ressemblance and heterogeneousness of forms of slavery exploitation,1985,1955-270
7860,Quelques précisions sur le commerce des esclaves à Gênes vers la fin du XIVe siècle,1966,
7861,Hypothèse sur la première partie du « Dionysalexandros » de Cratinos,1905,2540-2544
7862,Constitution d’un paysage en Orient médieval,2008,2241-0104
7863,"Précis de L’Intentionnalité, problèmes de philosophie de l’esprit",2007,1492-1391
7864,Résumés,1992,
7865,L’euro et les pays partenaires méditerranéens,1999,1777-5744
7866,Un projet mort-né : la Confédération européenne,2001,1958-8992
7867,La réforme fiscale en France : bilan et perspectives,2000,1777-5647
7868,Chronologie et composition dans l'Histoire de Georges Pachymère,1980,2261-060
7869,Chronologie et composition dans l'Histoire de Georges Pachymérès (livres VII-XIII),1990,2261-060
7870,Le sentiment religieux et le refus de l'utopie dans les «Nouvelles» de Marguerite de Navarre,1977,1969-654
7871,III — Psychologie animale,1953,1955-2580
7872,Deux contes otomis.,1935,1957-7842
7873,"Rites et célébrations dans deux oeuvres de Paule Marshall, « to dah-du in memoriam » et Praise Song for the Widow",1992,1776-3061
7874,La poursuite de l'aménagement de la Durance : la chute d'Oraison,1960,1760-8538
7875,La motivation des enseignants en perfectionnement à l’université,1982,1705-0065
7876,"28. La Convention, sur le rapport du représentant Sallengros, au nom du comité des Secours publics, accorde un secours au citoyen Druge, capitaine au septième régiment des hussards dits de la Liberté et renvoie les pièces de cet intrépide guerrier à son comité de Salut public",2005,
7877,La deuxième intervention militaire vietnamienne au Cambodge (1673-1679),1988,1760-737
7878,Confluents,1982,1963-1359
7879,"Blason de la révolution (II) : sens et contresens dans le discours d'Aidit, 1962-1963",1978,1950-6686
7880,Peuplement de la France du Nord entre le Xe et le XVIe siècles,1979,1776-2774
7881,L'influence des Carrache en France : pour un premier bilan,1988,
7882,Les Kalmouks de France. Itinéraires d'une immigration méconnue,2001,1777-5418
7883,« Les stratégies de normalisation dans le domaine de l'information»,1987,1773-0198
7884,Comment l'enseigner ?,2001,1950-6678
7885,L'attitude des Pays-Bas,1968,1950-6686
7886,Décollectivisation et colonat public,1993,2105-2581
7887,La France et l'Allemagne,1995,1958-8992
7888,Le phénomène campaniforme et les composantes autochtones non campaniformes,2004,1760-7361
7889,La CEE et les pays de la Méditerranée,1972,1958-8992
7890,"L'industrialisation et les multiples insatisfactions qu'elle engendre à l'Ouest, à l'Est et au Sud",1993,1782-1517
7891,"En guise de conclusion : Islam, immigration et intégration européenne",2002,1777-5396
7892,Sofia-Prague-Sofia via l'Allemagne : j'ai pris le car des déboutés,1997,2262-3353
7893,Les leçons de la longue durée pour un engagement d'aujourd'hui,1993,2262-3353
7894,Mobilisation politique des Kurdes et pratiques transétatiques,2005,2262-3353
7895,"Réhabilitation de Trixagus gracilis Wollaston (Coleoptera, Throscidae)",1997,
7896,La traite négrière atlantique,2001,1760-7892
7897,"Les ingénieurs en Pologne : formation, place et rôle dans la transformation du système socio-économique dans les années 1990",1991,1950-6899
7898,Frontière et usage de l’Orient méditerranéen,1990,1492-1405
7899,Diasporas sur le Web,2001,1777-5396
7900,"L’être et le capital, ontologie et politique deleuziennes",2002,2111-4412
7901,Aux sources d'une réflexion théorique sur l'image: l'apport des écrits personnels de S. T. Coleridge,1985,1957-7958
7902,La femme dans l'agriculture italienne,1963,1777-537
7903,L’énonciation dans la peinture à Charlevoix : le cas de Clarence Gagnon,1983,1708-9069
7904,Croix et dialogue des religions,1976,
7905,Aspects de la presse lilloise (1845-1848),1961,2271-7005
7906,De la race celtique,1864,1777-5469
7907,"Le centenaire de Marcelin Berthelot. Paris-Chantilly, 24, 25 et 26 octobre 1927",1928,
7908,"Cortès Pla, Ciencia y Sociedad",1951,1969-6582
7909,"Le second Empire. Mémoires du Dr Thomas W. Evans, traduits par E. Philippi. Avec un portrait en héliogravure, 1910",1911,1776-3045
7910,"Journal d'un prêtre lorrain pendant la Révolution (1791-1799), publié avec une introduction, une notice et des notes par H. Thédenat, 1912",1913,1776-3045
7911,De mémoire de main,2003,2613-2702
7912,"William M. Johnston, L'esprit viennois. Une histoire intellectuelle et sociale (1848-1938)",1988,1953-8146
7913,Les seuils du proche,2001,2497-7098
7914,Grössinger (Christa). North-European Panel Paintings. A Catalogue of Netherlandish and German Paintings before 1600 in English Churches and Colleges.,1995,2295-9068
7915,"Le peintre Luigi Mayer à Amathonte, vers 1780-1790",1990,2647-7300
7916,Quelques précisions au sujet de España en su historia,1951,1775-3821
7917,"Mode rétro : crise, régression ou re-création",1977,2262-0753
7918,Les crues récentes du Rhin,1931,1777-5884
7919,Bibliographie des travaux de Maxime Chevalier,1990,1775-3821
7920,"La plus ancienne ville du Continent américain, Cumaná de Vénézuéla",1906,1957-7842
7921,"Léridon H., Ztjcker E., Cazenave M., Fécondité et famille en Martinique. Faits, attitudes et opinions.",1971,1958-5691
7922,Polonais et Ruthènes (Ukrainiens) de Galicie au Congrès slave de Prague (1848),1973,2117-718
7923,Quinze ans de restructuration bancaire dans la CEMAC : qu’avons-nous appris ?,2007,1777-5744
7924,Toponymes urbains (monologue),1979,2101-0382
7925,"Les représentants du peuple en mission dans la Révolution française, 1792-1795 : Michel Biard, Missionnaires de la République. Les représentants du peuple en mission 1793-1795",2003,2261-4427
7926,"Les Normands, la Normandie et la guerre 1939-45",1965,2261-4427
7927,L'Iran et la migration des Indo-aryens et des Iraniens,1976,1969-6663
7928,"Tourisme et crise, une première approche",1988,2547-5614
7929,La production des lotissements en Grèce,1989,2647-9982
7930,"Isobel Grundy, Lady Mary Wortley Montagu, Comet of the Enlightenment",2000,2117-590
7931,Glasman (Dominique) et alii. — L'école réinventée ? Le partenariat dans les ZEP.,1994,2105-2913
7932,Observations sur les actes d'affranchissement du cartulaire de Notre-Dame de Paris.,1855,1953-8138
7933,"Max Derruau, La morphogénèse de la Grande Limagne et ses conséquences sur la morphologie des plateaux bordiers
La Grande Limagne auvergnate et bourbonnaise, éude géographique",1955,1960-601
7934,"Roger Pélissier, La Chine entre en scène
Gottfried-Karl Kindermann, Konfuzianismus, Sunyatsenismus und chinesischer Kommunismus. Chinesische Dokumente
Francis L.K. Hsu, Clan, Caste and Club",1964,1963-1359
7935,"Wladyslaw Znorko, Chveik au terminus du monde ; Didier-Georges Gabily, Enfonçures ; Tchékhov, Les Trois Sœurs ; Gogol, Le Mariage",1994,
7936,Rapport fait au nom du Comité des inspecteurs du dessin sur les dessins exécutés par l’école normale des professeurs de dessin à Amsterdam,1887,
7937,"Liang Shuming, Les idées maîtresses de la culture chinoise (traduction et notes de Michel Masson), 2010",2010,
7938,"Anne Maria Rao, Esuli. L'emigrazione politica italiane in Francia (1792-1802)",1995,1952-403
7939,Les Ariens d'Occident,1971,
7940,La banque de données sur le refuge huguenot,1990,
7941,Le patrimoine comme marché : le cas de Halles,2018,2647-9982
7942,Transition au capitalisme et régulation de la déviance. Quelques réflexions à partir du cas bas-canadien,1984,2296-4096
7943,Calais : une traversée de l'exil,2017,2297-5810
7944,Introduction à l'étude de la genèse des fonds de vallées en Lorraine,1990,2108-6478
7945,"Hommes et Migrations, n°1198-1199, Mai-juin 1996. Réfugiés et demandeurs d'asile.",1996,2262-3353
7946,La légende et l'histoire en Thessalie,1888,2260-8079
7947,c) Mécanismes nerveux. Fonctions sensorielles,1931,1955-2580
7948,"La redistribution des revenus en Grande-Bretagne, en France et aux Etats-Unis",1974,1950-6694
7949,Réflexions sur les analyses des effets de l'aide au développement,1973,1963-1359
7950,Immigration et développement économique en Asie de l'Est,1994,1958-8992
7951,Théories et pratiques de la désaliénation,1981,1492-1391
7952,Les paysans dépaysannés et la révolution iranienne,1999,1777-5396
7953,Les politiques et les logiques d'action de la grande entreprise industrielle,1972,1777-5701
7954,"11es Journées juridiques franco-italiennes (Poitiers, 4-7 mai 1981)",1981,1953-8111
